直播通用线路,#genre#
CCTV-17 农业农村,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CETV-1,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV-2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV-4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=1da074361609506578
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
兵团卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
上海东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
深圳卫视-SD,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
延边,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
某地区教育频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226523/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226525/index.m3u8
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226531/index.m3u8
山东教育卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225655/index.m3u8
北京纪实科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225729/index.m3u8
卡酷少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225654/index.m3u8
优漫卡通,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225656/index.m3u8
哈哈炫动,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225657/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
古装剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
惊悚悬疑,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
金牌综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
爱情喜剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
精品大剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
精品纪录,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
健康有约,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225673/index.m3u8
精品体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
军旅剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
家庭剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225677/index.m3u8
精彩搏击,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
中国功夫,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8
农业致富,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
潮妈辣婆,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
超级综艺,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
超级体育,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
超级电视剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
炫舞未来,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225719/index.m3u8
东北热剧,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
欢乐剧场,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8
黑龙江新闻法治,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8
黑龙江农业科教,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8
黑龙江影视 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8
黑龙江新闻法治 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8
黑龙江文体 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8
黑龙江都市 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8
黑龙江农业科教 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8
黑龙江少儿 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8
哈尔滨影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226552/index.m3u8
哈尔滨综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226558/index.m3u8
哈尔滨生活,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226526/index.m3u8
哈尔滨综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8?zheild
哈尔滨生活,http://stream.hrbtv.net/shpd/sd/live.m3u8?zheild
哈尔滨生活,http://streamings.hrbtv.net/09e35fcca53542bfa24a6b34e0fc2ff8/h264_400k_ts/index.m3u8?type=hls_live_redirect
佳木斯新闻综合 2.5M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226451/index.m3u8
牡丹江新闻综合,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226422/index.m3u8
鹤岗新闻综合 8M1080,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226534/index.m3u8
漠河综合频道,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226535/index.m3u8

河北联通专线,#genre#
CCTV1高清,http://121.17.146.174:2022/rtp/239.253.92.83:8012
CCTV2高清,http://121.17.146.174:2022/rtp/239.253.92.190:6065
CCTV3高清,http://121.17.146.174:2022/rtp/239.253.92.191:6057
CCTV4高清,http://121.17.146.174:2022/rtp/239.253.92.251:6141
CCTV5高清,http://121.17.146.174:2022/rtp/239.253.92.181:6046
CCTV5+高清,http://121.17.146.174:2022/rtp/239.253.92.82:8013 
CCTV6高清,http://121.17.146.174:2022/rtp/239.253.92.193:6058
CCTV7高清,http://121.17.146.174:2022/rtp/239.253.92.194:6059
CCTV8高清,http://121.17.146.174:2022/rtp/239.253.92.195:6060
CCTV9高清,http://121.17.146.174:2022/rtp/239.253.92.107:6020
CCTV10高清,http://121.17.146.174:2022/rtp/239.253.92.196:6061
CCTV11高清,http://121.17.146.174:2022/rtp/239.253.93.153:6320
CCTV12高清,http://121.17.146.174:2022/rtp/239.253.92.197:6062
CCTV13高清,http://121.17.146.174:2022/rtp/239.253.92.13:8008
CCTV14高清,http://121.17.146.174:2022/rtp/239.253.92.198:6063
CCTV15高清,http://121.17.146.174:2022/rtp/239.253.93.154:6321
CCTV5+高清,http://121.17.146.174:2022/rtp/239.253.92.82:8013
CCTV17高清,http://121.17.146.174:2022/rtp/239.253.93.150:6318
4K超清,http://121.17.146.174:2022/rtp/239.253.92.102:6151
睛彩河北,http://121.17.146.174:2022/rtp/239.253.92.104:6221
海南卫视高清,http://121.17.146.174:2022/rtp/239.253.93.155:6323
河北卫视高清,http://121.17.146.174:2022/rtp/239.253.92.154:6011
石家庄高清,http://121.17.146.174:2022/rtp/239.253.92.149:6035
湖南卫视高清,http://121.17.146.174:2022/rtp/239.253.92.84:8015
浙江卫视高清,http://121.17.146.174:2022/rtp/239.253.92.90:8020
江苏卫视高清,http://121.17.146.174:2022/rtp/239.253.92.88:8018
北京卫视高清,http://121.17.146.174:2022/rtp/239.253.92.87:8014
东南卫视高清,http://121.17.146.174:2022/rtp/239.253.92.201:6146
东方卫视高清,http://121.17.146.174:2022/rtp/239.253.92.89:8019
天津卫视高清,http://121.17.146.174:2022/rtp/239.253.92.91:8021
深圳卫视高清,http://121.17.146.174:2022/rtp/239.253.92.86:8017
山东卫视高清,http://121.17.146.174:2022/rtp/239.253.92.207:8109
广东卫视高清,http://121.17.146.174:2022/rtp/239.253.92.206:8108
黑龙江卫视高,http://121.17.146.174:2022/rtp/239.253.92.85:8016
辽宁卫视高清,http://121.17.146.174:2022/rtp/239.253.92.115:6056
安徽卫视高清,http://121.17.146.174:2022/rtp/239.253.92.209:6566
湖北卫视高清,http://121.17.146.174:2022/rtp/239.253.92.210:6567
四川卫视高清,http://121.17.146.174:2022/rtp/239.253.92.16:6043
重庆卫视高清,http://121.17.146.174:2022/rtp/239.253.92.10:6053
河南卫视高清,http://121.17.146.174:2022/rtp/239.253.92.137:6144
贵州卫视高清,http://121.17.146.174:2022/rtp/239.253.92.105:6055
江西卫视高清,http://121.17.146.174:2022/rtp/239.253.92.19:6145
吉林卫视高清,http://121.17.146.174:2022/rtp/239.253.92.202:6147
中国教育高清,http://121.17.146.174:2022/rtp/239.253.92.211:6069
金鹰纪实高清,http://121.17.146.174:2022/rtp/239.253.92.103:6054
CHC-高清电影,http://121.17.146.174:2022/rtp/239.253.93.132:6300
CHC家庭影院,http://121.17.146.174:2022/rtp/239.253.93.133:6301
CHC-家庭影院,http://121.17.146.174:2022/rtp/239.253.93.134:6302
欢笑剧场HD,http://121.17.146.174:2022/rtp/239.253.92.65:6123
都市剧场HD,http://121.17.146.174:2022/rtp/239.253.92.80:6128
纪实高清,http://121.17.146.174:2022/rtp/239.253.92.99:6013
全纪实HD,http://121.17.146.174:2022/rtp/239.253.92.74:6124
广西卫视,http://121.17.146.174:2022/rtp/239.253.92.76:8043
陕西卫视,http://121.17.146.174:2022/rtp/239.253.92.36:8045
山西卫视,http://121.17.146.174:2022/rtp/239.253.92.44:8046
内蒙古卫视,http://121.17.146.174:2022/rtp/239.253.92.45:8047
青海卫视,http://121.17.146.174:2022/rtp/239.253.92.47:8048
宁夏卫视,http://121.17.146.174:2022/rtp/239.253.92.32:8050
甘肃卫视,http://121.17.146.174:2022/rtp/239.253.92.48:8053
新疆卫视,http://121.17.146.174:2022/rtp/239.253.92.41:8052
西藏卫视,http://121.17.146.174:2022/rtp/239.253.92.42:8051
第一剧场,http://121.17.146.174:2022/rtp/239.253.92.18:6079
风云剧场,http://121.17.146.174:2022/rtp/239.253.92.22:6073
怀旧剧场,http://121.17.146.174:2022/rtp/239.253.92.98:6120
风云音乐,http://121.17.146.174:2022/rtp/239.253.92.111:8060
风云足球,http://121.17.146.174:2022/rtp/239.253.92.110:8061
高尔夫网球,http://121.17.146.174:2022/rtp/239.253.92.117:8062
武术世界,http://121.17.146.174:2022/rtp/239.253.92.141:8064
国防军事,http://121.17.146.174:2022/rtp/239.253.92.119:8065
世界地理,http://121.17.146.174:2022/rtp/239.253.92.113:8066
老故事,:http://121.17.146.174:2022/rtp/239.253.92.132:8068
环球奇观,http://121.17.146.174:2022/rtp/239.253.92.130:8069
文物宝库,http://121.17.146.174:2022/rtp/239.253.92.159:8070
国学,http://121.17.146.174:2022/rtp/239.253.92.158:8071
梨园,http://121.17.146.174:2022/rtp/239.253.92.152:8086

北京联通专线,#genre#
CCTV-1,http://sweetown.fun:4000/udp/239.3.1.129:8008
CCTV-2,http://sweetown.fun:4000/udp/239.3.1.60:8084
CCTV-3,http://sweetown.fun:4000/udp/239.3.1.172:8001
CCTV-4,http://sweetown.fun:4000/udp/239.3.1.105:8092
CCTV-4美洲,http://sweetown.fun:4000/udp/239.3.1.214:4220
CCTV-4欧洲,http://sweetown.fun:4000/udp/239.3.1.213:4220
CCTV-5,http://sweetown.fun:4000/udp/239.3.1.173:8001
CCTV-5+,http://sweetown.fun:4000/udp/239.3.1.130:8004
CCTV-6,http://sweetown.fun:4000/udp/239.3.1.174:8001
CCTV-7,http://sweetown.fun:4000/udp/239.3.1.61:8104
CCTV-8,http://sweetown.fun:4000/udp/239.3.1.175:8001
CCTV-9,http://sweetown.fun:4000/udp/239.3.1.62:8112
CCTV-10,http://sweetown.fun:4000/udp/239.3.1.63:8116
CCTV-11,http://sweetown.fun:4000/udp/239.3.1.152:8120
CCTV-12,http://sweetown.fun:4000/udp/239.3.1.64:8124
CCTV-13,http://sweetown.fun:4000/udp/239.3.1.124:8128
CCTV-14,http://sweetown.fun:4000/udp/239.3.1.65:8132
CCTV-15,http://sweetown.fun:4000/udp/239.3.1.153:8136
CCTV-16,http://sweetown.fun:4000/udp/239.3.1.184:8001
CCTV17-,http://sweetown.fun:4000/udp/239.3.1.151:8144
BRTV北京卫视,http://sweetown.fun:4000/udp/239.3.1.241:8000
BRTV文艺,http://sweetown.fun:4000/udp/239.3.1.242:8000
BRTV纪实科教,http://sweetown.fun:4000/udp/239.3.1.115:8000
BRTV影视,http://sweetown.fun:4000/udp/239.3.1.158:8000
BRTV财*,http://sweetown.fun:4000/udp/239.3.1.116:8000
BRTV体育休闲,http://sweetown.fun:4000/udp/239.3.1.243:8000
BRTV生活,http://sweetown.fun:4000/udp/239.3.1.117:8000
BRTV新闻,http://sweetown.fun:4000/udp/239.3.1.159:8000
BRTV卡酷少儿,http://sweetown.fun:4000/udp/239.3.1.189:8000
湖南卫视,http://sweetown.fun:4000/udp/239.3.1.132:8012
江苏卫视,http://sweetown.fun:4000/udp/239.3.1.135:8028
东方卫视,http://sweetown.fun:4000/udp/239.3.1.136:8032
浙江卫视,http://sweetown.fun:4000/udp/239.3.1.137:8036
湖北卫视,http://sweetown.fun:4000/udp/239.3.1.138:8044
天津卫视,http://sweetown.fun:4000/udp/239.3.1.141:1234
山东卫视,http://sweetown.fun:4000/udp/239.3.1.209:8052
辽宁卫视,http://sweetown.fun:4000/udp/239.3.1.210:8056
安徽卫视,http://sweetown.fun:4000/udp/239.3.1.211:8064
黑龙江卫视,http://sweetown.fun:4000/udp/239.3.1.133:8016
贵州卫视,http://sweetown.fun:4000/udp/239.3.1.149:8076
东南卫视,http://sweetown.fun:4000/udp/239.3.1.156:8148
重庆卫视,http://sweetown.fun:4000/udp/239.3.1.122:8160
江西卫视,http://sweetown.fun:4000/udp/239.3.1.123:8164
广东卫视,http://sweetown.fun:4000/udp/239.3.1.142:8048
河北卫视,http://sweetown.fun:4000/udp/239.3.1.148:8072
深圳卫视,http://sweetown.fun:4000/udp/239.3.1.134:8020
吉林卫视,http://sweetown.fun:4000/udp/239.3.1.240:8172
CCTV-16 ,http://sweetown.fun:4000/udp/239.3.1.183:8001
BRTV体育休闲,http://sweetown.fun:4000/udp/239.3.1.120:8000
BRTV体育休闲,http://sweetown.fun:4000/udp/239.3.1.121:8000
4K超清,http://sweetown.fun:4000/udp/239.3.1.249:8001
爱上4K,http://sweetown.fun:4000/udp/239.3.1.236:2000
体育赛事,http://sweetown.fun:4000/udp/239.3.1.157:8176
中国交通,http://sweetown.fun:4000/udp/239.3.1.188:8001
纪实频道HD,http://sweetown.fun:4000/udp/239.3.1.212:8060
CETV1,http://sweetown.fun:4000/udp/239.3.1.57:8152
金鹰纪实,http://sweetown.fun:4000/udp/239.3.1.58:8156
CGTN英语,http://sweetown.fun:4000/udp/239.3.1.215:4220
CGTN英文纪录,http://sweetown.fun:4000/udp/239.3.1.216:4220
CGTN西班牙语,http://sweetown.fun:4000/udp/239.3.1.217:4220
CGTN法语,http://sweetown.fun:4000/udp/239.3.1.218:4220
CGTN阿拉伯语,http://sweetown.fun:4000/udp/239.3.1.219:4220
